TeamId,Gmina,GminaNazwa,Powiat,PowiatNazwa,PollingStationNumber,A.01,A.01.1,A.02,A.03,A.04,A.05,A.06-inne,A.06-naklejka foliowa,A.06-opaska samozaciskowa,A.06-opieczetowany i podpisany pasek papieru,A.07,A.08,A.08.1,A.09,A.10,A.10.1,A.11,A.12,A.13,A.13.1,A.14,A.15,A.16,A.16.1,A.16.2,A.17,A.17.1,A.18,A.19,A.A,A.B,A.C,B.00,B.01,B.02,B.03,B.03.1,B.04,B.04.1,B.04.2,B.05,B.05.1,B.06,B.07,B.08,B.09,B.10,B.11,B.12,B.13,B.13.1,B.14,B.15,B.16,B.16.1-inne,B.16.1-naklejka foliowa,B.16.1-opaska samozaciskowa,B.16.1-opieczetowany i podpisany pasek papieru,B.16.2,B.17,B.18,B.18.1,B.18.2,B.19,B.19.1,B.20,B.20.1,B.21,B.22,B.22.1,B.22.2,B.23,B.23.1,B.24,B.25,B.26,B.A,B.B,B.C,C1.01,C1.01.1,C1.01.2,C1.03,C1.04,C1.04.1,C1.05,C1.06,C1.06.1,C1.07.a,C1.07.b,C1.07.c,C1.07.d,C1.08,C1.08.1,C1.09,C1.10,C1.11,C1.11.1,C1.12,C1.13,C1.14,C1.A,C1.B,C1.C,C2.0,C2.01,C2.01.1,C2.02,C2.03,C2.03+,C2.04,C2.04.1,C2.05,C2.06,C2.06.1,C2.07,C2.08,C2.08.1,C2.09,C2.10,C2.10.1,C2.11,C2.12,C2.13,C2.14,C2.15,C2.16,C2.A,C2.B,C2.C,Cg.00,Cg.01,Cg.02,Cg.02.1,Cg.03,Cg.04,Cg.05,Cg.05.1,Cg.05.2,Cg.05.3,Cg.05.4,Cg.06,Cg.06.1,Cg.07.a,Cg.07.b,Cg.08,Cg.08.1,Cg.09,Cg.09.1,Cg.09.2,Cg.10,Cg.11,Cg.11.1,Cg.11.2,Cg.12,Cg.13,Cg.14,Cg.A,Cg.B,Cg.C,Cp.00,Cp.01,Cp.02,Cp.02.1,Cp.03,Cp.04,Cp.05,Cp.05.1,Cp.05.2,Cp.05.3,Cp.05.4,Cp.06,Cp.06.1,Cp.07.a,Cp.07.b,Cp.08,Cp.08.1,Cp.09,Cp.09.1,Cp.09.2,Cp.10,Cp.11,Cp.11.1,Cp.11.2,Cp.12,Cp.13,Cp.14,Cp.A,Cp.B,Cp.C,Cs.00,Cs.01,Cs.02,Cs.02.1,Cs.03,Cs.04,Cs.05,Cs.05.1,Cs.05.2,Cs.05.3,Cs.05.4,Cs.06,Cs.06.1,Cs.07.a,Cs.07.b,Cs.08,Cs.08.1,Cs.09,Cs.09.1,Cs.09.2,Cs.10,Cs.11,Cs.11.1,Cs.11.2,Cs.12,Cs.13,Cs.14,Cs.A,Cs.B,Cs.C,Cw.00,Cw.01,Cw.02,Cw.02.1,Cw.03,Cw.04,Cw.05,Cw.05.1,Cw.05.2,Cw.05.3,Cw.05.4,Cw.06,Cw.06.1,Cw.07.a,Cw.07.b,Cw.08,Cw.08.1,Cw.09,Cw.09.1,Cw.09.2,Cw.10,Cw.11,Cw.11.1,Cw.11.2,Cw.12,Cw.13,Cw.14,Cw.A,Cw.B,Cw.C,D.0,D.01,D.02,D.02.1,D.02.2,D.02.3,D.03,D.03.1,D.03.2,D.03.3,D.04,D.05,D.05.1,D.06,D.07,D.08,D.09,D.09.1,D.10,D.11,D.A,D.B,D.C,QA.01,QA.02,QA.03,QA.04,QA.05,QB.01,QB.02,QB.03,QB.04,QB.05,QB.06,QC1.01,QC1.02,QC1.03,QC1.04,QC1.08,QC1.09,QC1.10,QC1.11
22,146508,Praga-Pólnoc,146501,Warszawa,392,tak,,tak,tak,nie,tak,,naklejka foliowa,,,nie,,,tak,tak,,tak,tak,nie,,nie,nie,nie,,,nie,,nie,7:33,dobra,dobra,dobra,,tak,nie,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,1,tak,nie,tak,nigdy lub prawie nigdy,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,nie,tak,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,7:33,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,5,3,4,tak,1470,5,3,4,tak,11,,,,,,,,
23,146508,Praga-Pólnoc,146501,Warszawa,376,,1-15 min,tak,tak,tak,tak,,,opaska samozaciskowa,opieczetowany i podpisany pasek papieru,tak,tak,tak,tak,tak,,tak,tak,nie,,nie,,nie,,,,,,7:30,bardzo dobra,bardzo dobra,dobra,,tak,nie,nie,,nie,,,nie,,tak,zawsze lub prawie zawsze,czesto,,tak,tak,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,tak,,,opaska samozaciskowa,opieczetowany i podpisany pasek papieru,nie,,nie,,,nie,,nie,,,,,,nie,,tak,nie,7:30,,dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,6,5,4,tak,1450,,5,,tak,3,,,,,,,,
24,142102,m. Pruszków,142100,pruszkowski,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,nie,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,,,,tak,nie,nie,,,tak,"Komisja raz zareagowała, 3 razy nie",nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,tak,9:57,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,8,7,5,tak,Ok. 40,,,,,,,,
24,146510,Sródmiescie,146501,Warszawa,29,tak,,tak,tak,nie,tak,Samoprzylepne naklejki z nadrukami,,,,tak,tak,nie,nie,tak,1-15 min,tak,tak,nie,,tak,tak,tak,"Plakaty na latarniach, przyczepa z plakatami zaparkowana przed komisją",,nie,,nie,7:03,dobra,dobra,bardzo dobra,0,tak,tak,tak,tak,tak,"Przyczepa z plakatami, plakat na latarni, poza bramą budynku z lokalem","Przewodniczący stwierdził, że dopóki plakaty są poza brama budynku w którym jest komisja, on nie może zareagować",nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,"0. Jedna osoba się starała o to, ale okazało się że musi iść do innego lokalu",tak,tak,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,tak,Naklejka samoprzylepna z numerem,,,,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,8:15,dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,3,3,1 osoba,nie,1840,5,3,3,tak,8,,,,,,,,
25,146502,Bemowo,146501,Warszawa,712,tak,,tak,tak,tak,tak,,,,,tak,tak,tak,tak,tak,,tak,nie,nie,,tak,tak,nie,,,nie,,nie,7:45,dobra,bardzo dobra,bardzo dobra,0,tak,nie,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,zawsze lub prawie zawsze,,nie,zawsze lub prawie zawsze,tak,,,,,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,7:45,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,5,3,4,tak,,4,2,2,tak,5,,,,,,,,
25,146519,Zoliborz,146501,Warszawa,340,tak,,tak,tak,nie,tak,,,opaska samozaciskowa,opieczetowany i podpisany pasek papieru,tak,tak,nie,tak,tak,,tak,tak,nie,,nie,nie,nie,,,nie,,nie,7:00,bardzo dobra,bardzo dobra,bardzo dobra,,tak,tak,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,,tak,tak,tak,zawsze lub prawie zawsze,tak,,zawsze lub prawie zawsze,tak,,,opaska samozaciskowa,opieczetowany i podpisany pasek papieru,tak,tak,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,7:33,bardzo dobra,dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420,7,4,3,tak,,,4,1,tak,4,,,,,,,,
26,146507,Praga-Poludnie,146501,Warszawa,416,tak,,tak,tak,tak,tak,,naklejka foliowa,,,tak,tak,,tak,tak,,tak,tak,nie,,nie,nie,nie,,,nie,,nie,07:10,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,5,4,3,tak,,,,,,,,,,,,,,
26,146510,Sródmiescie,146501,Warszawa,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,tak,tak,nie,nie,tak,plakat przed wejsciem do lokalu,Komisja uznala obecnosc plakatow za dozwolona ze wzgledu na fakt wczesniejszego ich umieszczenia,tak,Obserwatorium wyborcze,tak,zawsze lub prawie zawsze,czesto,0,tak,tak,tak,czasami,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,08;26,zla,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603,5,,4,tak,12,,,,,,,,
27,141701,m. Józefów,141700,otwocki,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,tak,nie,tak,tak,tak,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,nie,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,08.46,bardzo dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,9,9,6,tak,20,,,,,,,,
27,146513,Ursynów,146501,Warszawa,616,tak,,tak,tak,nie,nie,,,,,,,,tak,tak,,tak,tak,tak,obserwatorium wyborcze,nie,,nie,,,nie,,tak,7.06,zla,zla,zla,,tak,tak,nie,,nie,,,tak,obserwatorium wyborcze,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,5,tak,tak,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,nie,,,,,nie,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,,,tak,nie,7.18,zla,zla,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,6,3,3,tak,2186,6,3,4,tak,5,,,,,,,,
28,142507,gm. Kowala,142500,radomski,1,tak,,tak,nie,tak,tak,,naklejka foliowa,,,tak,tak,,tak,tak,,tak,tak,tak,KW Forum Samorządowe,tak,tak,nie,,,nie,,nie,7:15,dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,9,9,8,tak,,,,,,,,,,,,,,
28,142507,gm. Kowala,142500,radomski,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,tak,tak,nie,nie,nie,,,tak,KWW Sławomira Stanika Rozwój,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,tak,tak,nie,tak,,tak,,,,,,,,,,,tak,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,9,9,7,tak,32,,,,,,,,
29,146400,m. Siedlce,146400,m. Siedlce,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,9,4,,,,,,,,,,,
29,146400,m. Siedlce,146400,m. Siedlce,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,czesto,tak,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,opaska samozaciskowa,,tak,tak,nie,,,tak,jak już pisałam w innym miejscu sytuacja dotyczyła kobiety po udarze. Syn chciał jej pomóc poprzez wskazanie palcem. komisja natychmiast zareagowała,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,9.35,bardzo dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,9,3,7,tak,11,,,,,,,,
29,146507,Praga-Poludnie,146501,Warszawa,422,nie,1-15 min,tak,tak,nie,tak,,naklejka foliowa,,,tak,tak,,,tak,,tak,tak,nie,,nie,,nie,,,nie,,tak,6.59,dobra,dobra,dobra,0,tak,nie,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,czesto,nikt,nie,tak,tak,czasami,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,7.30,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496+12 dopisanych,7,1 do 7 nieobecna,3,tak,1496+12,6,0,5,tak,10,,,,,,,,
30,146504,Bielany,146501,Warszawa,793,tak,,tak,tak,tak,,,,,opieczetowany i podpisany pasek papieru,tak,tak,nie,tak,tak,,tak,tak,nie,,tak,tak,nie,,,tak,dozorca,nie,7:00,bardzo dobra,bardzo dobra,dobra,0,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,nie,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,,,opieczetowany i podpisany pasek papieru,tak,nie,nie,,,tak,"brak, powiedzieli, że nie mają na to wpływu",nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,8.09,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937,7,5,2,tak,2937,7,5,3,tak,34,,,,,,,,
31,146518,Wola,146501,Warszawa,293,nie,16-30,tak,nie,nie,tak,,,,opieczetowany i podpisany pasek papieru,tak,tak,tak,tak,tak,,tak,tak,nie,,nie,nie,tak,,tak,nie,,nie,07.00,bardzo dobra,dobra,bardzo dobra,10,tak,nie,nie,nie,tak,zdjecia kandydatow,"tak, zglosila do strażu miejskiego",nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,czasami,tak,nie,zawsze lub prawie zawsze,tak,,,,opieczetowany i podpisany pasek papieru,tak,tak,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,07.45,dobra,dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,7,4,4,tak,1514,7,4,5,tak,10,,,,,,,,
31,146518,Wola,146501,Warszawa,305,nie,opóznienie > 1h,tak,nie,nie,tak,,,,opieczetowany i podpisany pasek papieru,tak,tak,tak,nie,nie,1-15 min,tak,tak,nie,,nie,nie,nie,,,nie,,tak,7.00,dobra,dobra,dobra,,tak,nie,nie,nie,nie,,,nie,,tak,czesto,zawsze lub prawie zawsze,0,tak,nie,tak,czasami,nie,nie,zawsze lub prawie zawsze,tak,,,,opieczetowany i podpisany pasek papieru,tak,nie,nie,,,tak,żadnej,nie,,nigdy lub prawie nigdy,nie,,nie,nie,,tak,tak,7.45,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,7,3,3,tak,,7,3,3,tak,6,,,,,,,,
32,140102,gm. Promna,140100,bialobrzeski,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komisja nie wie,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,nie,tak,czesto,tak,nie,zawsze lub prawie zawsze,tak,,,,,tak,tak,nie,,,tak,Komisja delikatnie zwraca uwagę. Skutecznie.,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,9:35,bardzo dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088,8,6,8,tak,81,,,,,,,,
32,146503,Bialoleka,146501,Warszawa,871,tak,,tak,tak,nie,tak,,,,,tak,,,nie,tak,,tak,tak,tak,"Obserwatorium Wyborcze, mąż zaufania Koalicja Obywatelska",tak,tak,nie,,,nie,,nie,7:00,bardzo dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,6,6,4,tak,,,,,,,,,,,,,,
33,146510,Sródmiescie,146501,Warszawa,16,tak,,tak,nie,nie,tak,,naklejka foliowa,,opieczetowany i podpisany pasek papieru,tak,tak,,tak,tak,,tak,tak,nie,,,nie,nie,,,nie,,nie,7:02,zla,bardzo dobra,dobra,,tak,tak,nie,nie,nie,,,nie,,tak,zawsze lub prawie zawsze,czesto,0,tak,tak,tak,zawsze lub prawie zawsze,nie,nie,,tak,,naklejka foliowa,,opieczetowany i podpisany pasek papieru,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,,,tak,tak,7:56,dobra,bardzo dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,7,1,5,tak,1700,5,1,5,tak,16,,,,,,,,
33,146519,Zoliborz,146501,Warszawa,343,tak,,tak,tak,nie,tak,,naklejka foliowa,opaska samozaciskowa,,tak,nie,,tak,tak,,tak,tak,nie,,tak,tak,nie,,,nie,,nie,07:35,dobra,dobra,bardzo dobra,0,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,1,tak,tak,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,tak,,naklejka foliowa,opaska samozaciskowa,,tak,nie,nie,,,tak,"Brak, żona pomagała niewidomemu mężowi",nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,07:45,dobra,dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039+73,7,4,6,tak,,,,6,tak,6,,,,,,,,
34,146507,Praga-Poludnie,146501,Warszawa,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,tak,tak,tak,tak,nie,,,nie,,tak,czasami,czasami,1 - Nina,tak,nie,tak,czasami,nie,nie,,nie,,naklejka foliowa,,,nie,nie,nie,,,tak,Zero reakcji,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,tak,9.40,zla,zla,zla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,6,2,,tak,15,,,,,,,,
34,146513,Ursynów,146501,Warszawa,573,tak,,nie,tak,nie,tak,,naklejka foliowa,,,,nie,nie,nie,tak,,tak,tak,nie,,nie,nie,tak,plakaty na slupie,nie,nie,,,,dobra,dobra,dobra,,tak,tak,nie,nie,,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,1,tak,,tak,czasami,,nie,zawsze lub prawie zawsze,nie,,naklejka foliowa,,,,nie,,,,,,,,,,,,,,,,7.36,,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747,5,5,4,tak,,,5,5,tak,10,,,,,,,,
